Name,State,Enrollment
Ivy Tech Community College-Indianapolis,IN,
University of Notre Dame -,IL,
Graceland University - Independence,MO,
Baker University School of Nursing,KS,
Coffeyville Technical Campus,KS,
Columbus Technical Campus,KS,
Old Town Barber College - KC,MO,
PJ's College of Cosmetology- Greenfield,IN,
PJ's College of Cosmetology- Muncie,IN,
PJ's College of Cosmetology- Indianapolis,IN,
PJ's College of Cosmetology- Plainfield,IN,
PJ's College of Cosmetology- Louisville,KY,
Southeastern Louisiana University - EBR Parish School System Prof Dev,LA,
Southeastern Louisiana University - St Amant High School,LA,
Southeastern Louisiana University - Destrahan High School,LA,
Southeastern Louisiana University - Albert Cammon Middle School,LA,
University of Maine - Machias,ME,
Empire Beauty School-Bangor,ME,
Cecil College - Elkton Station,MD,
Hillsdale Beauty College,MI,
Baker College of Auburn Hills,MI,
Baker College of Cadillac,MI,
Baker College of Jackson,MI,
Baker College of Muskegon,MI,
Calvin University - Handlon Campus,MI,
Davenport University-Warren Location,MI,
Davenport University-Kalamazoo Location,MI,
Davenport University-Lansing Location,MI,
Davenport University-Midland Location,MI,
Davenport University-Holland Location,MI,
Davenport University-Traverse City Location,MI,
Davenport University - Wayne CCCD,MI,
Davenport University - Detroit,MI,
Anoka-Ramsey Community College-Cambridge Campus,MN,
Central Lakes College-Staples Campus,MN,
M State - Detroit Lakes Campus,MN,
M State - Moorhead Campus,MN,
M State - Wadena Campus,MN,
South Central College-Faribault,MN,
Mayo Clinic College of Medicine and Science - Florida,FL,
Mayo Clinic College of Medicine and Science - Arizona,AZ,
Mesabi Range College,MN,
Northland Community and Technical College - East Grand Forks,MN,
Rasmussen University-Bloomington,MN,
Rasmussen University-Eagan,MN,
Rasmussen University-Mankato,MN,
Rasmussen University-Brooklyn Park,MN,
Rasmussen University-Lake Elmo/Woodbury,MN,
Rasmussen University-Blaine,MN,
Minnesota State CollegeSoutheast-Red Wing Campus,MN,
Copiah-Lincoln Community College Simpson County Center,MS,
Copiah-Lincoln Community College-Natchez Campus,MS,
University of Mississippi Medical Center,MS,
Pearl River Community College-Forrest County Campus,MS,
Columbia College - Redstone Arsenal,AL,
Columbia College - Denver,CO,
Columbia College - NAS Jacksonville,FL,
Columbia College - Orlando,FL,
Columbia College - Crystal Lake Campus,IL,
Columbia College - Kansas City,MO,
Columbia College - Fort Leonard Wood,MO,
Columbia College - Jefferson City,MO,
Columbia College - Lake Ozark,MO,
Columbia College - Saint Louis,MO,
Columbia College - Fort Worth,TX,
Columbia College - Salt Lake,UT,
Columbia College - Lake County,IL,
Columbia College - Naval Station Everett/Marysville,WA,
Columbia College - Freeport,IL,
Columbia College - Springfield,MO,
Columbia College - Rolla,MO,
Columbia College - Los Alamitos,CA,
Columbia College - Lemoore,CA,
Columbia College - San Luis Obispo,CA,
Columbia College - Fort Stewart,GA,
Columbia College - Hunter Army Airfield,GA,
Columbia College - Elgin,IL,
Columbia College - Whidbey Island,WA,
Columbia College -  Jacksonville,FL,
Columbia College - Fort Sill,OK,
Columbia College - San Diego,CA,
Columbia College - Mesquite,TX,
Columbia College - Waynesville,MO,
Columbia College - Naval Base San Diego,CA,
Columbia College - Imperial,CA,
Columbia College - NSB Kings Bay,GA,
Columbia College - Minot AFB,ND,
Columbia College - Springfield TMobile,MO,
Columbia College - Eastfield Pleasant Grove,TX,
Columbia College - Fort Leonard Wood 58th Trans BN,MO,
Columbia College - USCG Base Honolulu,HI,
Columbia College - Tavares PD,FL,
Evangel University - Assemblies of God Theological Seminary,MO,
City College Montana State University Billings,MT,
New Hampshire Institute for Therapeutic Arts,ME,
American Institute,NJ,
Monmouth University -  Monmouth Park Corporate Center,NJ,
Bard College - Holyoke Microcollege,MA,
Bard College - Coxsackie Correctional Facility,NY,
Bard College - Eastern NY Correctional Facility,NY,
Bard College - Fishkill Correctional Facility,NY,
Bard College - Green Haven Correctional Facility,NY,
Bard College - Taconic Correctional Facility,NY,
Bard College - Woodbourne Correctional Facility,NY,
Bard College - BHSEC Newark,NJ,
Bard College - Brooklyn Public Library,NY,
Bryant & Stratton College-Syracuse,NY,
Bryant & Stratton College-Amherst,NY,
Bryant & Stratton College-Southtowns,NY,
Bryant & Stratton College-Henrietta,NY,
Clarkson University Capital Region Campus,NY,
Culinary Institute of America at Greystone,CA,
Culinary Institute of America San Antonio,TX,
CUNY Brooklyn College - Feirstein Graduate School of Cinema,NY,
Jamestown Business College -,NY,
NYSMedical&Dental Assistants - American Institute of Clinical Massage,ID,
Pratt Manhattan-A Division of Pratt Institute,NY,
Rabbinical Seminary of America-Ma'yan HaTorah,NY,
Saint John's University - Staten Island Campus,NY,
Gaston College,NC,
Winston - Salem Barber School - Satellite,NC,
Bryant & Stratton College-Akron,OH,
Bryant & Stratton College-Solon,OH,
Bryant & Stratton College-Cleveland,OH,
Hebrew Union College-Jewish Institute of Religion-Cincinnati,OH,
Hebrew Union College-Jewish Institute of Religion-Los Angeles,CA,
Kettering College - Ollie Davis Medical Arts and Education Center,OH,
Mount Carmel College of Nursing - Fairfield,OH,
Los Angeles Center,CA,
Florida Center,FL,
Sacramento Center,CA,
Western Seminary-San Jose,CA,
Western Seminary-Sacramento,CA,
The Beauty Institute,PA,
Bucks County Community College-Upper Bucks Campus,PA,
Bucks County Community College-Gene and Marlene Epstein Campus at Lower Bucks,PA,
Harrisburg Area Community College-Lancaster,PA,
Harrisburg Area Community College-Gettysburg,PA,
Harrisburg Area Community College-Lebanon,PA,
Harrisburg Area Community College-York,PA,
UPMC Jameson School of Nursing - UPMC Hamot,PA,
Mercyhurst Municipal Police Training Academy,PA,
New Castle School of Trades,PA,
New Castle School of Trades - East Liverpool Campus,OH,
Northampton County Area Community College-Monroe,PA,
South Hills School of Business and Technology-Altoona,PA,
South College-Asheville,NC,
South College-Nashville,TN,
South College-Atlanta,GA,
Austin Presbyterian Theological Seminary- YMCA Outdoor Center,TN,
San Jacinto College-North Campus,TX,
San Jacinto College-South Campus,TX,
San Jacinto Community College District - Generation Park Campus,TX,
Texas A & M University Health Science Center,TX,
Snow College-Richfield Campus,UT,
Northern Vermont University - Lyndon,VT,
Bluefield College - Edward Via College of Osteopathic Medicine,VA,
Bryant & Stratton College-Richmond,VA,
Bryant & Stratton College-Hampton,VA,
Strayer University-Alexandria Campus,VA,
Strayer University-Woodbridge Campus,VA,
Strayer University-Loudoun Campus,VA,
Strayer University-Fredericksburg Campus,VA,
Strayer University-Chesterfield Campus,VA,
Strayer University-Newport News Campus,VA,
Strayer University-Virginia Beach Campus,VA,
Union Presbyterian Seminary-Charlotte,NC,
Shoreline Community College - CNC Machinists Program  Georgetown SSC,WA,
Shoreline Community College - Dental Hygiene,WA,
Washington State University-Vancouver,WA,
Washington State University-Spokane,WA,
Washington State University-Tri Cities,WA,
Washington State University - Everett Campus,WA,
NUC University - Arecibo,PR,
NUC University - Rio Grande,PR,
NUC University - Ponce,PR,
NUC University - Caguas,PR,
NUC University - Mayaguez,PR,
NUC University - South Florida,FL,
NUC University - Florida Technical College - Lakeland,FL,
NUC University - Florida Technical College - Deland,FL,
NUC University - Florida Technical College - Kissimmee,FL,
NUC University - Florida Technical College - Pembroke Pines,FL,
NUC University - Florida Technical College - Cutler Bay,FL,
NUC University - IBC Technical Division - Ponce,PR,
NUC University - IBC Technical Division - Mayaguez,PR,
NUC University - IBC Technical Division - Guayama,PR,
NUC University - IBC Technical Division - Fajardo,PR,
NUC University - IBC Technical Division - Manati,PR,
NUC University - IBC Technical Division - Los Colobos,PR,
NUC University - IBC Technical Division - Moca,PR,
NUC University - IBC Technical Division - Aguadilla,PR,
NUC University - IBC Technical Division - Caguas,PR,
NUC University - IBC Technical Division - Arecibo,PR,
NUC University - IBC Technical Division - Escorial,PR,
NUC University - IBC Technical Division - Bayamon,PR,
NUC University - IBC Technical Division - Yauco,PR,
NUC University - Florida Technical College - Orlando,FL,
NUC University - Florida Technical College - Tampa,FL,
University of the Virgin Islands-Albert A. Sheen,VI,
Purdue University - Purdue Polytechnic Anderson,IN,
Purdue University - Purdue Polytechnic Indianapolis,IN,
Purdue University - Purdue Polytechnic South Bend,IN,
Purdue University - Purdue Polytechnic New Albany,IN,
Purdue University - Purdue Polytechnic Columbus,IN,
Purdue University - Purdue Polytechnic Kokomo,IN,
Purdue University - Purdue Polytechnic Richmond,IN,
Purdue University - Purdue Polytechnic Lafayette,IN,
Purdue University - Purdue Polytechnic Vincennes,IN,
Fayette County Career & Technical Institute -,PA,
ECPI University-Newport News,VA,
ECPI University-Greensboro,NC,
ECPI University-Charlotte,NC,
ECPI University-Greenville,SC,
ECPI University-Manassas,VA,
ECPI University-Charleston,SC,
ECPI University-Raleigh,NC,
ECPI University-Columbia,SC,
ECPI University-Culinary Institute of Virginia,VA,
ECPI University-Virginia Beach Health Sciences,VA,
ECPI University-Richmond South,VA,
ECPI University-Innsbrook,VA,
ECPI University-Richmond West,VA,
ECPI University - Roanoke,VA,
ECPI University - Orlando,FL,
ECPI University - Culinary Institute of Virginia - Newport News,VA,
ECPI University - San Antonio,TX,
Northwest Technology Center-Fairview,OK,
Rob Roy Academy - Woonsocket,RI,
Nuvani Institute-Uvalde,TX,
Nuvani Institute-Del Rio,TX,
Nuvani Institute-South Campus,TX,
Everglades University-Orlando,FL,
Everglades University-Sarasota,FL,
Everglades University - Tampa,FL,
Everglades University - Miami,FL,
Florida National University-South Campus,FL,
Florida National University Training Center,FL,
Connecticut Aero Tech  School,CT,
Indian Capital Technology Center-Sallisaw,OK,
Indian Capital Technology Center-Stilwell,OK,
Indian Capital Technology Center-Tahlequah,OK,
Central California School of Continuing Education -,CA,
Compu-Med Vocational Careers Corp,FL,
Osceola Technical College - St. Cloud Campus,FL,
Osceola Technical College - Poinciana Campus,FL,
Southeastern College-Miami Lakes,FL,
Strayer University-Rockville Campus,MD,
Strayer University-Anne Arundel Campus,MD,
Strayer University-White Marsh Campus,MD,
Strayer University-Owings Mills Campus,MD,
Santa Barbara Business College - Ventura,CA,
Blue Cliff College,LA,
Texas Barber College - Branch Campus #1,TX,
Texas Barber College - Branch Campus #2,TX,
Texas Barber College - Branch Campus #5,TX,
Strayer University-Nashville Campus,TN,
Strayer University-Shelby Oaks Campus,TN,
Strayer University-Knoxville Campus,TN,
Strayer University-Delaware County Campus,PA,
Strayer University-Center City Campus,PA,
Strayer University-Allentown Campus,PA,
Stellar Career College - Chicago IL,IL,
Leston College -,PR,
Aviator College of Aeronautical Science & Technology -  Kissimmee,FL,
Rasmussen University-Aurora,IL,
Rasmussen University-Romeoville/Joliet,IL,
Rasmussen University-Mokena/Tinley Park,IL,
Strayer University-Orlando East Campus,FL,
Strayer University-Sand Lake Campus,FL,
Strayer University-Baymeadows Campus,FL,
Strayer University-Miramar Campus,FL,
Academy Di Capelli -,CT,
Dayton School of Medical Massage-Lima,OH,
Cincinnati School of Medical Massage,OH,
Cleveland Institute of Medical Massage,OH,
Columbus School of Medical Massage,OH,
CCI Training Center,TX,
Strayer University-Huntsville Campus,AL,
Strayer University - Montgomery Campus,AL,
Rasmussen University-Wausau,WI,
Coastline Beauty College - Hemet,CA,
Academy of Hair Design - Austin,TX,
Bryant & Stratton College-Bayshore,WI,
Bryant & Stratton College-Racine,WI,
Strayer University-North Charlotte,NC,
Strayer University-South Charlotte,NC,
Strayer University-North Raleigh Campus,NC,
Strayer University-South Raleigh Campus,NC,
Cambridge College of Healthcare & Technology,GA,
Celebrity School of Beauty - Hialeah,FL,
Jersey College,FL,
Jersey College,NJ,
Jersey College,FL,
Jersey College,FL,
Jersey College,FL,
Jersey College,FL,
Jersey College - Fort Wayne,IN,
Utah County Campus,UT,
L'esprit Academy - Royal Oak,MI,
Strayer University-Cobb Campus,GA,
Strayer University-Morrow Campus,GA,
Strayer University-Lithonia Campus,GA,
Strayer University-Savannah Campus,GA,
Strayer University-Augusta Campus,GA,
Strayer University-Columbus Campus,GA,
Strayer University - Macon Campus,GA,
Strayer University-Columbia Campus,SC,
Strayer University-Charleston Campus,SC,
Strayer University-Cedar Hill,TX,
Strayer University-San Antonio,TX,
Strayer University-Stafford,TX,
Strayer University - Northwest Houston Campus,TX,
Unitek College,CA,
Keweenaw Bay Ojibwa Community College - Wabanung Campus,MI,
Cinta Aveda Institute - San Jose,CA,
Southern California Health Institute (SOCHI) - North Hollywood,CA,
Aveda Institute Rochester,MN,
Relay Graduate School of Education - Newark,NJ,
Relay Graduate School of Education - New Orleans,LA,
Relay Graduate School of Education - Delaware,DE,
Relay Graduate School of Education - Memphis,TN,
Relay Graduate School of Education - Houston,TX,
Relay Graduate School of Education - Chicago,IL,
Relay Graduate School of Education - Baton Rouge,LA,
Relay Graduate School of Education - Philadelphia & Camden,PA,
Relay Graduate School of Education - Denver,CO,
Relay Graduate School of Education - Nashville,TN,
Relay Graduate School of Education - San Antonio,TX,
Relay Graduate School of Education - Dallas-Fort Worth,TX,
Relay Graduate School of Education - Washington D.C,DC,
Relay Graduate School of Education - Atlanta,GA,
Relay Graduate School of Education - California,CA,
Relay Graduate School of Education - Indiana,IN,
Relay Graduate School of Education - Connecticut,CT,
Salon Institute - Columbus Campus,OH,
Digital Film Academy - Atlanta,GA,
Rasmussen University - Overland Park,KS,
Rocky Vista University - Southern Utah,UT,
Designer Barber & Stylist School -,AR,
Sharp Edgez Barber Institute - Buffalo,NY,
Networks Barber College,IL,
Networks Barber College,IL,
East-West Healing Arts Institute - Milwaukee,WI,
Alliance Computing Solutions - NYC,NY,
Bay Area Medical Academy - San Jose Satellite Location,CA,
High Desert Medical College - Bakerfield,CA,
High Desert Medical College - Temecula,CA,
University of West Los Angeles - Chatsworth,CA,
Georgia Military College - Zebulon,GA,
Georgia Military College - Valdosta,GA,
Georgia Military College - Augusta,GA,
Georgia Military College - Fairburn,GA,
Georgia Military College - Robins,GA,
Georgia Military College - Columbus,GA,
Georgia Military College - Sandersville,GA,
Georgia Military College - Madison,GA,
Georgia Military College - Stone Mountain,GA,
Georgia Military College - Fayetteville,GA,
Georgia Military College - Dublin,GA,
Georgia Military College - Eastman,GA,
American College of Barbering - Florence,KY,
HCI College - Fort Lauderdale Campus,FL,
Virginia University of Integrative Medicine - New Jersey,NJ,
MAK Beauty Institute - Duluth,GA,
ABC Adult School - Cabrillo Lane,CA,
Urban Barber College - San Jose,CA,
Wilton Simpson Technical College,FL,
Valley College - Fairlawn - School of Nursing,OH,
Western Maricopa Education Center - Southwest Campus,AZ,
Western Maricopa Education Center - Northeast Campus,AZ,
Pennsylvania State University-Dickinson Law,PA,
Pennsylvania State University-World Campus,PA,
Pennsylvania State University-College of Medicine,PA,
Pennsylvania State University-Penn State Lehigh Valley,PA,
Pennsylvania State University-Penn State Altoona,PA,
Pennsylvania State University-Penn State Beaver,PA,
Pennsylvania State University-Penn State Erie-Behrend College,PA,
Pennsylvania State University-Penn State Berks,PA,
Pennsylvania State University-Penn State DuBois,PA,
Pennsylvania State University-Penn State Fayette- Eberly,PA,
Pennsylvania State University-Penn State Hazleton,PA,
Pennsylvania State University-Penn State Greater Allegheny,PA,
Pennsylvania State University-Penn State Mont Alto,PA,
Pennsylvania State University-Penn State New Kensington,PA,
Pennsylvania State University-Penn State Abington,PA,
Pennsylvania State University-Penn State Schuylkill,PA,
Pennsylvania State University-Penn State Scranton,PA,
Pennsylvania State University-Penn State Shenango,PA,
Pennsylvania State University-Penn State Wilkes-Barre,PA,
Pennsylvania State University-Penn State York,PA,
Pennsylvania State University-Penn State Great Valley,PA,
Pennsylvania State University-Penn State Harrisburg,PA,
Pennsylvania State University-Penn State Brandywine,PA,
